Country,Year,Hydro (%  of energy used)
Venezuela,1979,9.764
Venezuela,1980,8.933
Venezuela,1981,8.906
Venezuela,1982,9.155
Venezuela,1983,10.503
Venezuela,1984,11.551
Venezuela,1985,12.589
Venezuela,1986,13.021
Venezuela,1987,16.005
Venezuela,1988,17.051
Venezuela,1989,17.139
Venezuela,1990,17.21
Venezuela,1991,20.633
Venezuela,1992,20.228
Venezuela,1993,20.538
Venezuela,1994,20.434
Venezuela,1995,19.9
Venezuela,1996,21.392
Venezuela,1997,21.523
Venezuela,1998,20.513
Venezuela,1999,21.457
Venezuela,2000,21.645
Venezuela,2001,19.871
Venezuela,2002,19.214
Venezuela,2003,20.792
Venezuela,2004,22.038
Venezuela,2005,23.395
Venezuela,2006,23.267
Venezuela,2007,22.311
Venezuela,2008,23.613
Venezuela,2009,23.28
Venezuela,2010,21.413
Venezuela,2011,22.541
Venezuela,2012,21.021
Venezuela,2013,21.039
Venezuela,2014,20.762
Venezuela,2015,19.477
Venezuela,2016,18.682
Venezuela,2017,18.244
Venezuela,2018,20.616
Venezuela,2019,22.244
Venezuela,2020,19.498
Vietnam,1965,3.213
Vietnam,1966,2.107
Vietnam,1967,1.686
Vietnam,1968,1.815
Vietnam,1969,1.728
Vietnam,1970,1.841
Vietnam,1971,2.113
Vietnam,1972,1.498
Vietnam,1973,1.412
Vietnam,1974,1.9
Vietnam,1975,2.035
Vietnam,1976,3.92
Vietnam,1977,3.948
Vietnam,1978,5.078
Vietnam,1979,5.893
Vietnam,1980,7.671
Vietnam,1981,7.751
Vietnam,1982,7.511
Vietnam,1983,5.626
Vietnam,1984,7.299
Vietnam,1985,6.782
Vietnam,1986,5.898
Vietnam,1987,5.147
Vietnam,1988,6.668
Vietnam,1989,15.102
Vietnam,1990,19.664
Vietnam,1991,22.785
Vietnam,1992,23.88
Vietnam,1993,23.048
Vietnam,1994,23.952
Vietnam,1995,23.625
Vietnam,1996,23.363
Vietnam,1997,19.62
Vietnam,1998,17.262
Vietnam,1999,20.776
Vietnam,2000,19.279
Vietnam,2001,21.226
Vietnam,2002,19.243
Vietnam,2003,18.48
Vietnam,2004,14.086
Vietnam,2005,12.27
Vietnam,2006,15.903
Vietnam,2007,16.47
Vietnam,2008,15.261
Vietnam,2009,17.193
Vietnam,2010,14.296
Vietnam,2011,17.977
Vietnam,2012,22.102
Vietnam,2013,22.685
Vietnam,2014,22.122
Vietnam,2015,18.194
Vietnam,2016,19.36
Vietnam,2017,24.158
Vietnam,2018,20.28
Vietnam,2019,14.49
Vietnam,2020,14.98
Western Africa,1965,2.561
Western Africa,1966,4.542
Western Africa,1967,9.285
Western Africa,1968,14.333
Western Africa,1969,16.92
Western Africa,1970,17.554
Western Africa,1971,13.961
Western Africa,1972,14.043
Western Africa,1973,14.66
Western Africa,1974,15.326
Western Africa,1975,15.107
Western Africa,1976,13.646
Western Africa,1977,13.128
Western Africa,1978,11.057
Western Africa,1979,12.856
Western Africa,1980,12.276
Western Africa,1981,11.762
Western Africa,1982,10.983
Western Africa,1983,7.242
Western Africa,1984,7.049
Western Africa,1985,10.539
Western Africa,1986,12.953
Western Africa,1987,12.138
Western Africa,1988,12.596
Western Africa,1989,12.978
Western Africa,1990,13.566
Western Africa,1991,14.821
Western Africa,1992,14.094
Western Africa,1993,13.414
Western Africa,1994,13.4
Western Africa,1995,13.683
Western Africa,1996,13.094
Western Africa,1997,13.453
Western Africa,1998,10.452
Western Africa,1999,12.208
Western Africa,2000,12.249
Western Africa,2001,11.502
Western Africa,2002,11.215
Western Africa,2003,10.109
Western Africa,2004,11.052
Western Africa,2005,10.391
Western Africa,2006,10.246
Western Africa,2007,8.528
Western Africa,2008,9.163
Western Africa,2009,9.559
Western Africa,2010,10.006
Western Africa,2011,9.176
Western Africa,2012,8.948
Western Africa,2013,8.747
Western Africa,2014,8.703
Western Africa,2015,6.538
Western Africa,2016,6.429
Western Africa,2017,6.934
Western Africa,2018,6.56
Western Africa,2019,7.172
Western Africa,2020,7.608
World,1965,5.948
World,1966,6.017
World,1967,5.928
World,1968,5.887
World,1969,5.843
World,1970,5.752
World,1971,5.773
World,1972,5.736
World,1973,5.496
World,1974,6.004
World,1975,6.047
World,1976,5.716
World,1977,5.7
World,1978,5.931
World,1979,6.019
World,1980,6.198
World,1981,6.359
World,1982,6.511
World,1983,6.682
World,1984,6.596
World,1985,6.555
World,1986,6.497
World,1987,6.363
World,1988,6.326
World,1989,6.172
World,1990,6.31
World,1991,6.411
World,1992,6.368
World,1993,6.699
World,1994,6.656
World,1995,6.869
World,1996,6.771
World,1997,6.826
World,1998,6.842
World,1999,6.771
World,2000,6.723
World,2001,6.444
World,2002,6.381
World,2003,6.112
World,2004,6.214
World,2005,6.185
World,2006,6.204
World,2007,6.081
World,2008,6.324
World,2009,6.373
World,2010,6.381
World,2011,6.31
World,2012,6.451
World,2013,6.548
World,2014,6.612
World,2015,6.499
World,2016,6.594
World,2017,6.515
World,2018,6.486
World,2019,6.481
World,2020,6.856
