Country,Year,Renewables (% of energy produced)
Uzbekistan,2009,3.246
Uzbekistan,2010,4.086
Uzbekistan,2011,2.733
Uzbekistan,2012,3.06
Uzbekistan,2013,2.95
Uzbekistan,2014,2.803
Uzbekistan,2015,2.843
Uzbekistan,2016,3.592
Uzbekistan,2017,4.097
Uzbekistan,2018,2.756
Uzbekistan,2019,3.013
Uzbekistan,2020,3.236
Venezuela,1965,1.988
Venezuela,1966,2.007
Venezuela,1967,2.233
Venezuela,1968,3.479
Venezuela,1969,3.995
Venezuela,1970,5.095
Venezuela,1971,6.589
Venezuela,1972,6.963
Venezuela,1973,6.29
Venezuela,1974,7.534
Venezuela,1975,8.4
Venezuela,1976,9.103
Venezuela,1977,9.393
Venezuela,1978,9.244
Venezuela,1979,9.764
Venezuela,1980,8.933
Venezuela,1981,8.906
Venezuela,1982,9.155
Venezuela,1983,10.503
Venezuela,1984,11.551
Venezuela,1985,12.589
Venezuela,1986,13.021
Venezuela,1987,16.005
Venezuela,1988,17.051
Venezuela,1989,17.139
Venezuela,1990,17.21
Venezuela,1991,20.633
Venezuela,1992,20.228
Venezuela,1993,20.538
Venezuela,1994,20.434
Venezuela,1995,19.9
Venezuela,1996,21.392
Venezuela,1997,21.523
Venezuela,1998,20.513
Venezuela,1999,21.457
Venezuela,2000,21.645
Venezuela,2001,19.871
Venezuela,2002,19.214
Venezuela,2003,20.792
Venezuela,2004,22.038
Venezuela,2005,23.395
Venezuela,2006,23.267
Venezuela,2007,22.311
Venezuela,2008,23.613
Venezuela,2009,23.28
Venezuela,2010,21.414
Venezuela,2011,22.542
Venezuela,2012,21.022
Venezuela,2013,21.041
Venezuela,2014,20.764
Venezuela,2015,19.48
Venezuela,2016,18.685
Venezuela,2017,18.247
Venezuela,2018,20.619
Venezuela,2019,22.25
Venezuela,2020,19.505
Vietnam,1965,3.213
Vietnam,1966,2.107
Vietnam,1967,1.686
Vietnam,1968,1.815
Vietnam,1969,1.728
Vietnam,1970,1.841
Vietnam,1971,2.113
Vietnam,1972,1.498
Vietnam,1973,1.412
Vietnam,1974,1.9
Vietnam,1975,2.035
Vietnam,1976,3.92
Vietnam,1977,3.948
Vietnam,1978,5.078
Vietnam,1979,5.893
Vietnam,1980,7.671
Vietnam,1981,7.751
Vietnam,1982,7.511
Vietnam,1983,5.626
Vietnam,1984,7.299
Vietnam,1985,6.782
Vietnam,1986,5.898
Vietnam,1987,5.147
Vietnam,1988,6.668
Vietnam,1989,15.102
Vietnam,1990,19.664
Vietnam,1991,22.785
Vietnam,1992,23.88
Vietnam,1993,23.048
Vietnam,1994,23.952
Vietnam,1995,23.625
Vietnam,1996,23.363
Vietnam,1997,19.62
Vietnam,1998,17.262
Vietnam,1999,20.776
Vietnam,2000,19.279
Vietnam,2001,21.226
Vietnam,2002,19.243
Vietnam,2003,18.48
Vietnam,2004,14.086
Vietnam,2005,12.307
Vietnam,2006,15.956
Vietnam,2007,16.528
Vietnam,2008,15.295
Vietnam,2009,17.235
Vietnam,2010,14.347
Vietnam,2011,18.022
Vietnam,2012,22.145
Vietnam,2013,22.737
Vietnam,2014,22.17
Vietnam,2015,18.274
Vietnam,2016,19.444
Vietnam,2017,24.254
Vietnam,2018,20.4
Vietnam,2019,15.371
Vietnam,2020,17.033
Western Africa,1965,2.561
Western Africa,1966,4.542
Western Africa,1967,9.285
Western Africa,1968,14.333
Western Africa,1969,16.92
Western Africa,1970,17.554
Western Africa,1971,14.072
Western Africa,1972,14.146
Western Africa,1973,14.752
Western Africa,1974,15.417
Western Africa,1975,15.192
Western Africa,1976,13.716
Western Africa,1977,13.194
Western Africa,1978,11.12
Western Africa,1979,12.91
Western Africa,1980,12.327
Western Africa,1981,11.812
Western Africa,1982,11.031
Western Africa,1983,7.294
Western Africa,1984,7.107
Western Africa,1985,10.593
Western Africa,1986,13.008
Western Africa,1987,12.192
Western Africa,1988,12.646
Western Africa,1989,13.026
Western Africa,1990,13.671
Western Africa,1991,14.928
Western Africa,1992,14.198
Western Africa,1993,13.523
Western Africa,1994,13.518
Western Africa,1995,13.799
Western Africa,1996,13.213
Western Africa,1997,13.574
Western Africa,1998,10.575
Western Africa,1999,12.335
Western Africa,2000,12.385
Western Africa,2001,11.633
Western Africa,2002,11.341
Western Africa,2003,10.229
Western Africa,2004,11.227
Western Africa,2005,10.569
Western Africa,2006,10.446
Western Africa,2007,8.713
Western Africa,2008,9.33
Western Africa,2009,9.718
Western Africa,2010,10.172
Western Africa,2011,9.344
Western Africa,2012,9.132
Western Africa,2013,8.969
Western Africa,2014,8.929
Western Africa,2015,6.805
Western Africa,2016,6.723
Western Africa,2017,7.253
Western Africa,2018,6.899
Western Africa,2019,7.511
Western Africa,2020,7.995
World,1965,6.064
World,1966,6.138
World,1967,6.046
World,1968,6.01
World,1969,5.964
World,1970,5.878
World,1971,5.905
World,1972,5.869
World,1973,5.632
World,1974,6.146
World,1975,6.191
World,1976,5.869
World,1977,5.855
World,1978,6.089
World,1979,6.183
World,1980,6.375
World,1981,6.551
World,1982,6.733
World,1983,6.925
World,1984,6.855
World,1985,6.813
World,1986,6.775
World,1987,6.65
World,1988,6.611
World,1989,6.49
World,1990,6.77
World,1991,6.89
World,1992,6.869
World,1993,7.216
World,1994,7.195
World,1995,7.421
World,1996,7.317
World,1997,7.407
World,1998,7.453
World,1999,7.409
World,2000,7.392
World,2001,7.133
World,2002,7.146
World,2003,6.917
World,2004,7.091
World,2005,7.144
World,2006,7.274
World,2007,7.306
World,2008,7.778
World,2009,8.067
World,2010,8.287
World,2011,8.451
World,2012,8.854
World,2013,9.238
World,2014,9.586
World,2015,9.823
World,2016,10.239
World,2017,10.618
World,2018,10.978
World,2019,11.437
World,2020,12.553
