Country,Year,GDP,Population
Azerbaijan,2018,14209.64941,9949537
Bahamas,2018,37019.99505,385635
Bahrain,2018,46200.44558,1569440
Bangladesh,2018,4440.85547,161376713
Barbados,2018,15674.90432,286640
Belarus,2018,18885.2355,9452615
Belgium,2018,51110.95847,11482180
Belize,2018,7261.870287,383071
Benin,2018,3160.78067,11485035
Bermuda,2018,81422.1346,62763
Bhutan,2018,11348.44195,754396
Bolivia,2018,8655.531498,11353140
Bonaire Sint Eustatius and Saba,2018,,25709
Bosnia and Herzegovina,2018,14386.73185,3323929
Botswana,2018,17634.65619,2254067
Brazil,2018,14668.25616,209469320
British Virgin Islands,2018,,29795
Brunei,2018,60389.18465,428960
Bulgaria,2018,22208.45228,7051610
Burkina Faso,2018,2120.330268,19751466
Burundi,2018,761.5241252,11175379
Cambodia,2018,4159.338194,16249795
Cameroon,2018,3603.548275,25216261
Canada,2018,48796.81378,37074558
Cape Verde,2018,6864.185298,543764
Caribbean Small States,2018,15967.57332,
Cayman Islands,2018,71784.04808,64172
Central African Republic,2018,933.1099506,4666375
Central Europe and the Baltics,2018,31289.68062,
Chad,2018,1576.321115,15477727
Channel Islands,2018,,170496
Chile,2018,25028.90999,18729166
China,2018,15242.98586,1427647789
Colombia,2018,14314.85558,49661056
Comoros,2018,3066.837847,832322
Congo,2018,3933.425551,5244363
Cook Islands,2018,,17519
Costa Rica,2018,20559.86043,4999443
Cote d'Ivoire,2018,5033.478826,25069226
Croatia,2018,27799.84332,4156407
Cuba,2018,,11338146
Curacao,2018,25054.89523,162753
Cyprus,2018,39559.48796,1189262
Czechia,2018,39932.99219,10665679
Democratic Republic of Congo,2018,1085.893688,84068092
Denmark,2018,56281.28887,5752131
Djibouti,2018,5214.072187,958923
Dominica,2018,11537.01907,71626
Dominican Republic,2018,17711.79553,10627147
Early-demographic dividend,2018,9412.410736,
East Asia & Pacific,2018,17056.62665,
East Asia & Pacific (IDA & IBRD),2018,13870.48058,
East Asia & Pacific (excluding high income),2018,13726.16124,
Ecuador,2018,11561.74785,17084359
Egypt,2018,11366.33552,98423602
El Salvador,2018,8614.017959,6420740
Equatorial Guinea,2018,20386.01387,1308966
Eritrea,2018,,3452797
Estonia,2018,35208.02396,1322913
Eswatini,2018,8520.592386,1136274
Ethiopia,2018,2103.515858,109224410
Euro area,2018,46349.21517,
Europe,2018,,747608696
Europe & Central Asia,2018,34684.50279,
Europe & Central Asia (IDA & IBRD),2018,22555.66725,
Europe & Central Asia (excluding high income),2018,21673.72681,
European Union,2018,43555.48671,
Faeroe Islands,2018,,48497
Falkland Islands,2018,,3236
Fiji,2018,13846.15884,883490
Finland,2018,48130.29239,5522585
Fragile and conflict affected situations,2018,,
France,2018,45251.90541,64990512
French Guiana,2018,,282936
French Polynesia,2018,,277673
Gabon,2018,14744.43433,2119275
Gambia,2018,2158.077558,2280092
Georgia,2018,14253.40899,4002946
Germany,2018,53463.40148,83124413
Ghana,2018,5177.883989,29767108
Gibraltar,2018,,33715
Greece,2018,29150.69449,10522244
Greenland,2018,,56565
Grenada,2018,16801.95524,111449
Guadeloupe,2018,,399848
Guam,2018,,165770
Guatemala,2018,8462.172107,17247855
Guinea,2018,2499.707266,12414292
Guinea-Bissau,2018,1901.931739,1874304
Guyana,2018,12477.57671,779007
Haiti,2018,2992.310411,11123183
Heavily indebted poor countries (HIPC),2018,2536.704844,
High income,2018,49680.43585,
Honduras,2018,5680.362884,9587523
Hong Kong,2018,61062.94765,7371728
Hungary,2018,31095.5575,9707502
IBRD only,2018,13105.40757,
IDA & IBRD total,2018,10724.13013,
IDA blend,2018,4874.585321,
IDA only,2018,3312.050296,
IDA total,2018,3831.850861,
Iceland,2018,56722.11937,336712
India,2018,6518.845055,1352642283
Indonesia,2018,11371.72556,267670549
Iran,2018,13471.86064,81800204
Iraq,2018,10346.21296,38433604
Ireland,2018,84303.34089,4818694
Isle of Man,2018,,84073
Israel,2018,39418.34531,8381507
Italy,2018,42052.55638,60627291
Jamaica,2018,9734.862288,2934853
Japan,2018,41182.3802,127202190
Jordan,2018,10013.39766,9965322
Kazakhstan,2018,25544.34476,18319616
Kenya,2018,4203.838273,51392570
Kiribati,2018,2254.059232,115842
Kosovo,2018,10895.044,
Kuwait,2018,50478.58751,4137314
Kyrgyzstan,2018,5133.151915,6304025
Laos,2018,7592.829475,7061498
Late-demographic dividend,2018,16763.17611,
Latin America & Caribbean,2018,16418.77639,
Latin America & Caribbean (IDA & IBRD),2018,16367.16306,
Latin America & Caribbean (excluding high income),2018,15494.52229,
Latvia,2018,30036.08655,1928461
Least developed countries: UN classification,2018,3003.338789,
Lebanon,2018,15588.15287,6859408
Lesotho,2018,2614.658849,2108327
Liberia,2018,1497.004787,4818976
Libya,2018,15017.99357,6678565
Liechtenstein,2018,,37918
Lithuania,2018,35427.46186,2801270
Low & middle income,2018,10379.59888,
Low income,2018,,
Lower middle income,2018,6954.2177,
Luxembourg,2018,113589.6705,604244
Macao,2018,132416.8029,631633
Madagascar,2018,1592.053558,26262313
Malawi,2018,1471.037249,18143215
Malaysia,2018,27558.13695,31528033
Maldives,2018,18795.53035,515703
Mali,2018,2283.702413,19077755
Malta,2018,43313.47703,439255
Marshall Islands,2018,3806.689724,58412
Martinique,2018,,375672
Mauritania,2018,5042.431198,4403312
Mauritius,2018,22208.13812,1267184
Mayotte,2018,,259526
Mexico,2018,19928.39566,126190782
Micronesia (country),2018,3460.909048,112640
Middle East & North Africa,2018,16431.85564,
Middle East & North Africa (IDA & IBRD),2018,10807.50346,
Middle East & North Africa (excluding high income),2018,10754.17509,
Middle income,2018,11274.61086,
Moldova,2018,12363.14684,4051950
Monaco,2018,,38682
Mongolia,2018,11915.55675,3170214
Montenegro,2018,20686.57591,627803
Montserrat,2018,,4993
Morocco,2018,7446.93622,36029089
Mozambique,2018,1289.735948,29496009
Myanmar,2018,5029.188086,53708318
Namibia,2018,10092.25882,2448300
Nauru,2018,13636.36094,10678
Nepal,2018,3773.715918,28095712
Netherlands,2018,56060.91363,17059560
New Caledonia,2018,,279986
New Zealand,2018,42866.12723,4743131
Nicaragua,2018,5729.688224,6465502
Niger,2018,1200.972464,22442831
Nigeria,2018,5155.075994,195874685
Niue,2018,,1610
North America,2018,60286.85774,582921781
North Korea,2018,,25549606
North Macedonia,2018,16093.31042,2082956
Northern Mariana Islands,2018,,56889
Norway,2018,64341.2589,5337960
OECD members,2018,44062.46223,
Oceania,2018,,41570823
Oman,2018,28350.94353,4829476
Other small states,2018,22687.31415,
Pacific island small states,2018,7410.7022,
Pakistan,2018,4739.472713,212228288
Palau,2018,18444.30776,17911
Palestine,2018,6318.210068,4862978
Panama,2018,31012.94615,4176868
Papua New Guinea,2018,4190.094895,8606324
Paraguay,2018,12827.70802,6956069
Peru,2018,12781.41644,31989265
Philippines,2018,8516.136549,106651394
Poland,2018,31674.13162,37921585
Portugal,2018,34040.72556,10256192
Post-demographic dividend,2018,48359.20575,
Pre-demographic dividend,2018,3529.137179,
Puerto Rico,2018,34299.35854,3039598
Qatar,2018,90970.0609,2781682
Reunion,2018,,882531
Romania,2018,28523.47318,19506110
Russia,2018,26656.40954,145734034
Rwanda,2018,2088.749224,12301969
Saint Barthlemy,2018,,9824
Saint Helena,2018,,6039
Saint Kitts and Nevis,2018,25901.6333,52438
Saint Lucia,2018,15261.36435,181890
Saint Martin (French part),2018,,37264
Saint Pierre and Miquelon,2018,,5845
Saint Vincent and the Grenadines,2018,12466.41614,110210
Samoa,2018,6322.208997,196128
San Marino,2018,59576.42939,33784
Sao Tome and Principe,2018,3993.278796,211032
Saudi Arabia,2018,47592.76715,33702757
Senegal,2018,3309.486173,15854324
Serbia,2018,17452.7959,8802741
Seychelles,2018,27342.16165,97094
Sierra Leone,2018,1663.29348,7650149
Singapore,2018,98222.84604,5757503
Sint Maarten (Dutch part),2018,35342.10661,41936
Slovakia,2018,31132.57297,5453017
Slovenia,2018,37968.35206,2077835
Small states,2018,20544.17697,
Solomon Islands,2018,2697.646431,652856
Somalia,2018,866.7653021,15008225
South Africa,2018,12627.92858,57792520
South America,2018,,423581098
South Asia,2018,6072.748645,
South Asia (IDA & IBRD),2018,6072.748645,
South Korea,2018,41948.34601,51171700
South Sudan,2018,,10975924
Spain,2018,40312.54759,46692863
Sri Lanka,2018,12860.32083,21228760
Sub-Saharan Africa,2018,3800.614533,
Sub-Saharan Africa (IDA & IBRD),2018,3800.614533,
Sub-Saharan Africa (excluding high income),2018,3798.510049,
Sudan,2018,4344.529887,41801532
Suriname,2018,19005.65435,575987
Sweden,2018,52349.29243,9971630
Switzerland,2018,70663.4876,8525614
Syria,2018,,16945062
Taiwan,2018,,23726460
Tajikistan,2018,3415.322336,9100847
Tanzania,2018,2590.201138,56313444
Thailand,2018,18095.73657,69428454
Timor,2018,3051.668117,1267975
Togo,2018,2061.334176,7889095
Tokelau,2018,,1318
Tonga,2018,6411.289368,103199
Trinidad and Tobago,2018,26250.37224,1389841
Tunisia,2018,10763.72978,11565203
Turkey,2018,28312.68342,82340090
Turkmenistan,2018,14845.34465,5850902
Turks and Caicos Islands,2018,28160.88929,37667
Tuvalu,2018,3945.563673,11505
Uganda,2018,2121.96782,42729032
Ukraine,2018,12338.00245,44246158
United Arab Emirates,2018,66968.22118,9630966
United Kingdom,2018,46037.90054,67141678
United States,2018,61585.75604,327096263
United States Virgin Islands,2018,,104672
Upper middle income,2018,16893.68555,
Uruguay,2018,23035.08339,3449290
Uzbekistan,2018,6755.480974,32476232
Vanuatu,2018,3093.461547,292675
Vatican,2018,,810
Venezuela,2018,,28887117
Vietnam,2018,7585.943155,95545959
Wallis and Futuna,2018,,11653
Western Sahara,2018,,567396
World,2018,16636.84801,7631091110
Yemen,2018,,28498683
Zambia,2018,3521.542063,17351714
Zimbabwe,2018,3341.665418,14438812
Afghanistan,2017,2058.400221,36296111
Africa,2017,,1244222269
Africa Eastern and Southern,2017,3569.667028,
Africa Western and Central,2017,4099.559666,
Albania,2017,12770.97504,2884169
Algeria,2017,11737.41616,41389174
American Samoa,2017,,55617
Andorra,2017,,76997
Angola,2017,7310.896589,29816769
Anguilla,2017,,14588
Antigua and Barbuda,2017,19840.28404,95425
Arab World,2017,14529.31372,
Argentina,2017,23597.11775,43937143
Armenia,2017,12115.13929,2944789
Aruba,2017,38897.12267,105361
Asia,2017,,4517860329
Australia,2017,48482.64746,24584619
Austria,2017,54169.96399,8819902
Azerbaijan,2017,14121.40694,9845316
Bahamas,2017,36298.448,381749
Bahrain,2017,47709.77802,1494077
Bangladesh,2017,4160.703325,159685421
Barbados,2017,15789.04116,286229
Belarus,2017,18280.19892,9450233
Belgium,2017,50442.27054,11419752
Belize,2017,7193.63431,375775
Benin,2017,3044.517156,11175192
Bermuda,2017,81834.95587,63040
Bhutan,2017,11142.47467,745563
Bolivia,2017,8423.69756,11192853
Bonaire Sint Eustatius and Saba,2017,,25399
Bosnia and Herzegovina,2017,13753.83205,3351534
Botswana,2017,17253.6875,2205076
Brazil,2017,14524.61354,207833825
British Virgin Islands,2017,,29567
Brunei,2017,60994.53156,424481
Bulgaria,2017,21387.27664,7102452
Burkina Faso,2017,2044.386987,19193236
Burundi,2017,773.5728587,10827010
Cambodia,2017,3928.373934,16009413
Cameroon,2017,3554.521539,24566070
Canada,2017,48317.09658,36732091
Cape Verde,2017,6643.179892,537499
Caribbean Small States,2017,15746.556,
Cayman Islands,2017,69753.08972,63382
Central African Republic,2017,912.8030453,4596023
Central Europe and the Baltics,2017,29878.7855,
Chad,2017,1587.032328,15016761
Channel Islands,2017,,168666
Chile,2017,24470.70362,18470435
China,2017,14344.42124,1421021794
Colombia,2017,14171.3205,48909844
Comoros,2017,3032.262133,813890
Congo,2017,4241.858343,5110701
Cook Islands,2017,,17505
Costa Rica,2017,20347.03477,4949955
Cote d'Ivoire,2017,4830.750515,24437475
Croatia,2017,26800.11898,4182846
Cuba,2017,,11339255
Curacao,2017,25475.48966,161986
Cyprus,2017,38050.85774,1179685
Czechia,2017,38824.88792,10641032
Democratic Republic of Congo,2017,1059.810762,81398765
Denmark,2017,55356.68078,5732277
Djibouti,2017,4885.205039,944100
Dominica,2017,11304.04333,71460
Dominican Republic,2017,16735.36442,10513111
Early-demographic dividend,2017,9159.47676,
East Asia & Pacific,2017,16337.58304,
East Asia & Pacific (IDA & IBRD),2017,13123.17159,
East Asia & Pacific (excluding high income),2017,12986.3291,
Ecuador,2017,11617.91222,16785356
Egypt,2017,11014.48648,96442590
El Salvador,2017,8454.055551,6388124
Equatorial Guinea,2017,22550.95816,1262008
Eritrea,2017,,3412894
Estonia,2017,33856.18111,1319389
Eswatini,2017,8408.043122,1124808
Ethiopia,2017,2021.562908,106399926
Euro area,2017,45589.71215,
Europe,2017,,746596841
Europe & Central Asia,2017,33998.14613,
Europe & Central Asia (IDA & IBRD),2017,21897.21662,
Europe & Central Asia (excluding high income),2017,21100.9306,
European Union,2017,42656.11762,
Faeroe Islands,2017,,48326
Falkland Islands,2017,,3074
Fiji,2017,13429.30062,877460
Finland,2017,47570.13358,5511372
France,2017,44577.06457,64842513
French Guiana,2017,,275189
French Polynesia,2017,,276108
Gabon,2017,15006.84404,2064812
Gambia,2017,2072.646833,2213900
Georgia,2017,13589.70739,4008723
Germany,2017,52952.87502,82658409
Ghana,2017,4983.688856,29121464
Gibraltar,2017,,33723
Greece,2017,28645.04362,10569449
Greenland,2017,,56473
Grenada,2017,16217.49985,110874
Guadeloupe,2017,,399679
Guam,2017,,164281
Guatemala,2017,8322.21681,16914979
Guinea,2017,2417.803795,12067516
Guinea-Bissau,2017,1925.237737,1828146
Guyana,2017,12005.4051,775218
Haiti,2017,2980.960584,10982367
Heavily indebted poor countries (HIPC),2017,2490.729289,
High income,2017,48780.5509,
Honduras,2017,5561.994542,9429016
Hong Kong,2017,59849.24818,7306315
Hungary,2017,29465.12624,9729822
IBRD only,2017,12628.33479,
IDA & IBRD total,2017,10367.17032,
IDA blend,2017,4792.809445,
IDA only,2017,3199.057732,
IDA total,2017,3731.81835,
Iceland,2017,55638.49206,334395
India,2017,6182.922109,1338676779
Indonesia,2017,10935.63172,264650968
Iran,2017,14535.87358,80673888
Iraq,2017,10719.01222,37552789
Ireland,2017,78655.62619,4753281
Isle of Man,2017,,83610
Israel,2017,38833.97343,8243849
Italy,2017,41581.12079,60673694
Jamaica,2017,9600.104746,2920848
Japan,2017,40966.59322,127502728
Jordan,2017,10003.57498,9785840
Kazakhstan,2017,24862.96612,18080023
Kenya,2017,4046.234771,50221146
Kiribati,2017,2235.694985,114153
Kosovo,2017,10530.48166,
Kuwait,2017,50855.55286,4056102
Kyrgyzstan,2017,5046.691535,6189727
Laos,2017,7257.812107,6953031
Late-demographic dividend,2017,16026.39365,
Latin America & Caribbean,2017,16288.77662,
Latin America & Caribbean (IDA & IBRD),2017,16233.10903,
Latin America & Caribbean (excluding high income),2017,15396.66266,
Latvia,2017,28650.00776,1951097
Least developed countries: UN classification,2017,2917.759824,
Lebanon,2017,15987.65434,6819373
Lesotho,2017,2668.291425,2091532
Liberia,2017,1515.64454,4702224
Libya,2017,13238.00054,6580723
Liechtenstein,2017,,37805
Lithuania,2017,33761.87124,2845419
Low & middle income,2017,10035.43193,
Lower middle income,2017,6724.123109,
Luxembourg,2017,112308.1738,591914
Macao,2017,126183.6761,622578
Madagascar,2017,1584.424475,25570511
Malawi,2017,1446.473062,17670193
Malaysia,2017,26661.50742,31104655
Maldives,2017,18058.58108,496398
Mali,2017,2246.797421,18512429
Malta,2017,42644.05085,437935
Marshall Islands,2017,3706.253158,58053
Martinique,2017,,375946
Mauritania,2017,5077.185987,4282582
Mauritius,2017,21415.11611,1264497
Mayotte,2017,,252962
Mexico,2017,19721.26098,124777326
Micronesia (country),2017,3490.130487,111461
Middle East & North Africa,2017,16533.52623,
Middle East & North Africa (IDA & IBRD),2017,10955.58981,
Middle East & North Africa (excluding high income),2017,10901.90893,
Middle income,2017,10884.67193,
Moldova,2017,11651.31745,4059687
Monaco,2017,,38392
Mongolia,2017,11311.76113,3113788
Montenegro,2017,19682.28335,627563
Montserrat,2017,,4989
Morocco,2017,7312.056779,35581257
Mozambique,2017,1283.65987,28649007
Myanmar,2017,4739.915445,53382521
Namibia,2017,10171.42149,2402623
Nauru,2017,12975.39238,10577
Nepal,2017,3565.197807,27632682
Netherlands,2017,55088.6338,17021343
Netherlands Antilles,2017,,321292
New Caledonia,2017,,277159
New Zealand,2017,42285.3199,4702029
Nicaragua,2017,6004.02858,6384843
Niger,2017,1163.687784,21602388
Nigeria,2017,5190.356127,190873247
Niue,2017,,1612
North America,2017,58922.10326,578582963
North Korea,2017,,25429816
North Macedonia,2017,15649.92742,2081996
Northern Mariana Islands,2017,,56553
Norway,2017,64050.75617,5296324
OECD members,2017,43303.09184,
Oceania,2017,,41006479
Oman,2017,29077.3636,4665926
Other small states,2017,22676.92335,
Pacific island small states,2017,7290.787253,
Pakistan,2017,4571.205078,207906210
Palau,2017,17826.39361,17809
Palestine,2017,6401.740891,4747233
Panama,2017,30446.83723,4106764
Papua New Guinea,2017,4285.628756,8438038
Paraguay,2017,12590.54844,6867058
Peru,2017,12506.52938,31444299
Philippines,2017,8120.868793,105172921
Poland,2017,30064.50348,37953176
Portugal,2017,33044.71674,10288527
Post-demographic dividend,2017,47464.36234,
Pre-demographic dividend,2017,3539.369789,
Puerto Rico,2017,34363.74599,3163676
Qatar,2017,91738.75279,2724727
Reunion,2017,,876131
Romania,2017,27141.91933,19653966
Russia,2017,25926.44385,145530091
Rwanda,2017,1975.248661,11980960
Saint Barthlemy,2017,,9788
Saint Helena,2017,,6008
Saint Kitts and Nevis,2017,25360.09102,52036
Saint Lucia,2017,14945.73328,180955
Saint Martin (French part),2017,,36569
Saint Pierre and Miquelon,2017,,5885
Saint Vincent and the Grenadines,2017,12245.12634,109826
Samoa,2017,6480.845407,195358
San Marino,2017,58867.01336,33671
Sao Tome and Principe,2017,3952.945394,207086
Saudi Arabia,2017,47306.22232,33101182
Senegal,2017,3203.906368,15419354
Serbia,2017,16611.01686,8829623
Seychelles,2017,27242.65603,96418
Sierra Leone,2017,1642.60747,7488427
Singapore,2017,95350.43567,5708042
Sint Maarten (Dutch part),2017,37914.12297,41444
Slovakia,2017,30077.84553,5447903
